so,source_file,customer,customer_street_address,customer_city,customer_state,customer_zip,order_date,ship_to_name,ship_to_address,ship_to_city,ship_to_state,ship_to_zip,fuel_brand,store_brand,store_id,site_id,site_address,site_city,site_state,state,site_zip,service_requested,service_date,technician,new_install/90_days,system,equipment_replacement,reason_for_order,equipment_category,impact_to_site,interface,firmware,last_service_date,min_temp_F,max_temp_F,avg_temp_F,precipitation_inches,humidity_precentag,snowfall_inches,windspeed_mph,sunshine_hours
70374,"SO#70374 Citgo #11793034 - Hazelton, PA FMD18SEP3-GSR_PVSPS21-NRC-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,12/28/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,11793034,218 PA 93,Hazelton,PA,Pennsylvania,,TRUE,2/16/2024,Kosmik Sign,0,SMD2,Same,Part Failure,Display,Panel Out,PVCU-POS-VFON,3.07,2/16/2024,28,48,38,4,63.9,4.5,5.5,7.7
70375,"SO#70375 Citgo #880615 Centralia, WA FMD8SEP2S-GSR-GSG_PVSPS42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,12/28/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,880615,1325 S. Gold St.,Centralia,WA,Washington,98531,FALSE,,,,,,,,,PVCU-POS-PSPT,3.07,7/5/2025,70,90,80,4.9,78.7,0,13.7,8.1
70376,"SO#70376 Citgo #11793025 - Aurora, IL FMD18SEP3-GSR_FMD6SEP-GSR_PVSPS42-WX1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,12/29/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,11793025,300 W. Galena Blvd.,Aurora,IL,Illinois,60506,FALSE,,,,,,,,,PVCU-POS-PSPT,3.07,7/5/2025,70,90,80,4.2,63.4,0,8.1,12
80849,"SO#80849 7-11 #37218 San Antonio, TX FMD20SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",,,,,,12/1/2023,,,,,,,,,,,,,Unknown,,FALSE,,,,,,,,,PVCU-POS-VFON,3.07,7/5/2025,,,,,,,,
80850,"SO#80850 Phillips 7-11 #37570 Commerce City, CO - FMD8SEP2S-GSG_PVSPS11-NRC-D4-3.xlsx",Fieldmark services,11479 S. Pine Drive,Parker,CO,80134,12/5/2023,Fieldmark services,11479 S. Pine Drive,Parker,CO,80134,Phillips,7Eleven,,37570,8836 E. 96th St.,Commerce City,CO,Colorado,80640,FALSE,,,,,,,,,PVCU-POS-PSPT,3.07,7/5/2025,65,85,75,2.2,77.5,0,14,8.3
80851,SO#80851 TBD - TBD- PVSPS21-UD-1.xlsx,LED Professionals,8322 W. Oakland Park Blvd.,Sunrise,FL,33351,12/7/2023,LED Professionals,8322 W. Oakland Park Blvd.,Sunrise,FL,33351,,,,,,,,Unknown,,TRUE,6/11/2024,LED Professionals,0,SMD2,Same,SP Miscommunication,Communication,Panel Out,PVCU-POS-VFON,3.07,6/11/2024,,,,,,,,
80852,"SO#80852 7-11 #23694 - Beltsville, MD - FMD12SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",Interstate Sign,1990 Rockford St.,Mount Airy,NC,27030,12/8/2023,Interstate Sign,1990 Rockford St.,Mount Airy,NC,27030,7Eleven,,,23694,10550 Baltmore Rd.,Beltsville,MD,Maryland,,FALSE,,,,,,,,,PVCU-RF,3.07,7/5/2025,70,90,80,3.4,81.1,0,9.8,9.8
80853,"SO#80853 7-11 #33473 Chesapeake, VA FMD26SEP3-GSR_PVSPS21-NRC-U-2.xlsx",Interstate Sign,1990 Rockford St.,Mount Airy,NC,27030,12/11/2023,Interstate Sign,1990 Rockford St.,Mount Airy,NC,27030,7Eleven,,,33473,437 Kempsville Rd,Chesapeake,VA,Virginia,23320,FALSE,,,,,,,,,,,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
80854,"SO#80854 7-11 #35368 - Cape Coral, FL - FMD12SEP3-GSG_PVSPS42-UD-1.xlsx",Southeastern Lighting Solutions,821 Fentress Ct.,Daytona Beach,FL,32114,12/21/2023,Southeastern Lighting Solutions,821 Fentress Ct.,Daytona Beach,FL,32114,7Eleven,,,35368,720 Chiquita Blvd.,Cape Coral,FL,Florida,33993,FALSE,,,,,,,,,PVCU-RF,3.07,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
80855,"SO#80855 Shell 7-11 #34236 Irving, TX FMD12SLP3-GSR-GSG_PVSPS42-UD-1.xlsx",Pick Up,,,,,12/13/2023,Pick Up,,,,,Shell,7Eleven,,34236,1101 W. Airport Fwy,Irving,TX,Texas,75062,FALSE,,,,,,,,,PVCU-POS-KIT,3.07,7/5/2025,85,105,95,2.7,83.2,0,12.6,9.4
80856,"SO#80856 7-11 #27426 - Wintergarden, FL - FMD20SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",Southeastern Lighting Solution,821 Fentress Ct,Daytona Beach,FL,32114,12/19/2023,Southeastern Lighting Solution,821 Fentress Ct,Daytona Beach,FL,32114,7Eleven,,,27426,13698 W. Colonial Dr.,Winter Garden,FL,Florida,34787,FALSE,,,,,,,,,,,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
80857,SO#80857 7-11 #36499 Fort Worth TX FMD16SEP3-GSR_GSG_PVSPS42-UD-2.xlsx,PICK UP,,,,,12/27/2023,PICK UP,,,,,7Eleven,,,36499,5700 Boat Club Rd - Ten Mile Rd,Fort Worth,TX,Texas,76179,FALSE,,,,,,,,,,,7/5/2025,85,105,95,2.7,83.2,0,12.6,9.4
80858,"SO#80858 7-11 #35645 Fort Worth, TX FMD16SEP3-GSR_GSG_PVSPS42-UD-2.xlsx",PICK UP,,,,,12/29/2023,PICK UP,,,,,7Eleven,,,35645,Basswood Blvd.,Forth Worth,TX,Texas,76137,FALSE,,,,,,,,,PVCU-POS-KIT,3.04,7/5/2025,85,105,95,2.7,83.2,0,12.6,9.4
32065,"SO#32065 Citgo #19583015 Waterford, MI FMD8SEP2-GSR-GSG_PVSPS62-UD-CRCH-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,1/31/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19583015,4290 W. Walton Blvd.,Waterford,MI,Michigan,48329,TRUE,,Aver Signs,0,SMD2,Same,"Environmental Damage
 Physical Damage",Accessory,Other,,,7/5/2025,70,90,80,5.9,66.3,0,11.8,8.4
32065,"SO#32065 Citgo #19583015 Waterford, MI FMD8SEP2-GSR-GSG_PVSPS62-UD-CRCH-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,1/31/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19583015,4290 W. Walton Blvd.,Waterford,MI,Michigan,48329,TRUE,6/27/2024,Aver Signs,0,SMD2,Same,Physical Damage,Accessory,Other,,,6/27/2024,70,90,80,4.8,84.1,0,5.1,11
32065,"SO#32065 Citgo #19583015 Waterford, MI FMD8SEP2-GSR-GSG_PVSPS62-UD-CRCH-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,1/31/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19583015,4290 W. Walton Blvd.,Waterford,MI,Michigan,48329,TRUE,5/21/2025,Aver Sign,0,SMD2,Same,Part Failure,Communication,Other,,,5/21/2025,46,66,56,3.5,65.7,0,6.9,6.3
32066,"SO#32066 Park's Gas & Go Citgo #29458002 Deale, MD FMD30SEP3-GSR_FMD18SEP3-GSG_PVSPS42-DX1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,1/31/2023,,,,,,Citgo,Park's Gas & Go,,29458002,454 Bay Front Rd.,Deale,MD,Maryland,20751,TRUE,8/8/2023,,0,SMD2,Same,Part Failure,Communication,Grade Out,,,8/8/2023,70,90,80,3.7,77.4,0,8.5,11.4
32066,"SO#32066 Park's Gas & Go Citgo #29458002 Deale, MD FMD30SEP3-GSR_FMD18SEP3-GSG_PVSPS42-DX1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,1/31/2023,,,,,,Citgo,Park's Gas & Go,,29458002,454 Bay Front Rd.,Deale,MD,Maryland,20751,TRUE,11/20/2023,Brooks Equipment Company,0,SMD2,Same,Part Failure,Power,Face Out,,,11/20/2023,52,72,62,2.5,57.9,0,9.2,4.2
32066,"SO#32066 Park's Gas & Go Citgo #29458002 Deale, MD FMD30SEP3-GSR_FMD18SEP3-GSG_PVSPS42-DX1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,1/31/2023,,,,,,Citgo,Park's Gas & Go,,29458002,454 Bay Front Rd.,Deale,MD,Maryland,20751,TRUE,8/19/2024,Mealey Sign,0,SMD2,Same,Bag Order - Missing information,Communication,Grade Out,,,8/19/2024,70,90,80,3.7,77.4,0,8.5,11.4
32067,"SO#32067 Citgo Food Mart #14253077 Agawam, MA FMD30SEP3-GSR_PVSPS22-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,1/31/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Food Mart,,14253077,325 Main St.,Agawam,MA,Massachusetts,1001,FALSE,,,,,,,,,PVCU-POS-PSPT,,7/5/2025,70,90,80,3.9,73.4,0,13.5,11.1
32068,"SO#32068 Citgo #19583018 Livonia, MI FMD10SEP3-GSR-GSG_PVSPS62-UD-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,2/3/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19583018,8 Mile Rd.,Livonia,MI,Michigan,48152,TRUE,8/9/2023,AVER SIGN,0,SMD2,Same,Bag Order - Missing information,Communication,Other,PVCU-POS-PSPT,,8/9/2023,70,90,80,4.9,75,0,7.3,9.3
32068,"SO#32068 Citgo #19583018 Livonia, MI FMD10SEP3-GSR-GSG_PVSPS62-UD-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,2/3/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19583018,8 Mile Rd.,Livonia,MI,Michigan,48152,TRUE,8/30/2023,Aver Sign Co,0,SMD2,Same,Part Failure,Communication,Panel Out,PVCU-POS-PSPT,,8/30/2023,70,90,80,4.9,75,0,7.3,9.3
32068,"SO#32068 Citgo #19583018 Livonia, MI FMD10SEP3-GSR-GSG_PVSPS62-UD-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,2/3/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19583018,8 Mile Rd.,Livonia,MI,Michigan,48152,TRUE,9/15/2023,Store Owner,0,SMD2,Same,Part Failure,Communication,Site Down,PVCU-POS-VFON,3.04,9/15/2023,52,72,62,1.6,69.6,0,8.5,4.9
32069,"SO#32069 Citgo Durga #15863105 Milaukee, WI FMD16SEP-GSR-DP_FMT6P-CCR_PVSPS62-UWCC-1.xlsx",SignResource,242 Industrial Pkwy,Jacksoboro,TN,37757,2/3/2023,SignResource,242 Industrial Pkwy,Jacksoboro,TN,37757,Citgo,Durga,,15863105,3403 S. Chicago Ave South,Milaukee,WI,Wisconsin,53172,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,70,90,80,5.5,64.4,0,7.5,11.9
32071,SO#32071 Site TBD FMD16SEN3A-GSR_GSG_PVSPS42-UD-1.xlsx,TBD,,,,,1/17/2023,TBD,,,,,,,,,,,,Unknown,,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,,,,,,,,
32072,"SO#32072 APEC Park 74 Mobil Pinellas Park, FL FMD20SEP-GSR-GSG-DP_FMT6P-CCR_PVSPS82X62-UDCC-2.xlsx",Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,2/9/2023,Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,Mobil,,,,7091 Park Blvd.,Pinellas Park,FL,Florida,,TRUE,7/6/2023,Dixie Signs,0,SMD2,Same,"Installation Issues
 Physical Damage",Accessory,Site Down,PVCU-POS-VFON,3.04,7/6/2023,80,100,90,5,60.7,0,11.9,10.2
32073,SO#32073 7-11 #34035 Colorado_PVSPS21-U-1.xlsx,Fieldmark Services,11479 S. Pine Drive,Parker,CO,80134,2/9/2023,Fieldmark Services,11479 S. Pine Drive,Parker,CO,80134,7Eleven,,,34035,,,CO,Colorado,,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,65,85,75,2.2,77.5,0,14,8.3
32075,"SO#32075 Citgo Speedy Select #34666170 Riverview, FL FMD24SEP-GSR-DP_ FMT6P-CCR PVSPS42-UCC-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,2/8/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Speedy Select,,34666170,7712 Riverview Dr.,Riverview,FL,Florida,33578,TRUE,12/8/2023,Dixie Signs,0,SMD2,Same,Bag Order - Missing information,Communication,Site Down,PVCU-RF,3.04,12/8/2023,52,72,62,3.1,44.6,0,11.6,6.3
32076,"SO#32076 Valero SPL 7864 Mason, TX FMD18SEN3-GSA_12SEN3-GSA_PVSPS42-UD-1.xlsx",Alvey's Sign Co. Inc,13100 Highway 57 North,Evansville,IN,47725,2/8/2023,Alvey's Sign Co. Inc,13100 Highway 57 North,Evansville,IN,47725,Valero SPL,,,7864,317 Fort Mckavitt St,Mason,TX,Texas,76856,TRUE,5/3/2023,Image Solutions,1,SMD2,Same,Part Failure,Display,Panel Out,PVCU-POS-KIT,3.04,5/3/2023,61,81,71,4.8,64.4,0,10.5,4.7
32076,"SO#32076 Valero SPL 7864 Mason, TX FMD18SEN3-GSA_12SEN3-GSA_PVSPS42-UD-1.xlsx",Alvey's Sign Co. Inc,13100 Highway 57 North,Evansville,IN,47725,2/8/2023,Alvey's Sign Co. Inc,13100 Highway 57 North,Evansville,IN,47725,Valero SPL,,,7864,317 Fort Mckavitt St,Mason,TX,Texas,76856,TRUE,3/6/2025,Image Solutions,0,SMD2,Same,Bag Order - Missing information,Display,Grade Out,PVCU-POS-KIT,3.04,3/6/2025,61,81,71,4.2,69.2,0,7.7,6.7
32077,"SO#32077 Unico Bryan, TX FMD14SEN3-GSA_12SEN3-GSA_PVSPS42-U-CRCH-1.xlsx",Prince Signs,6432 Cunningham Rd.,Houston,TX,77041,2/9/2023,,,,,,Unico,,,,890N. Earl Rudder Freeway,Bryan,TX,Texas,,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,85,105,95,2.7,83.2,0,12.6,9.4
32078,"SO#32078 LaBelle Shell LaBelle, FL_FMD30SLP-R-DP_FMD18SLP-GSR-GSG-DP_FMT6P-R_PVSPS42-UDWCC-2.xlsx",Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,2/13/2023,Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,Shell,Circkle K,,,750 Hickpoochee Ave.,LaBelle,FL,Florida,,TRUE,6/1/2023,Dixie Signs,0,SMD2,Same,Lost equipment,Communication,Site Down,PVCU-POS-KIT,3.04,6/1/2023,80,100,90,2.8,63.8,0,14.1,11.4
32078,"SO#32078 LaBelle Shell LaBelle, FL_FMD30SLP-R-DP_FMD18SLP-GSR-GSG-DP_FMT6P-R_PVSPS42-UDWCC-2.xlsx",Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,2/13/2023,Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,Shell,Circkle K,,,750 Hickpoochee Ave.,LaBelle,FL,Florida,,TRUE,6/2/2023,Dixie Signs,0,SMD2,Same,Part Failure,Display,Cosmetic,PVCU-POS-KIT,3.04,6/2/2023,80,100,90,2.8,63.8,0,14.1,11.4
32078,"SO#32078 LaBelle Shell LaBelle, FL_FMD30SLP-R-DP_FMD18SLP-GSR-GSG-DP_FMT6P-R_PVSPS42-UDWCC-2.xlsx",Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,2/13/2023,Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,Shell,Circkle K,,,750 Hickpoochee Ave.,LaBelle,FL,Florida,,TRUE,10/3/2023,Dixie Signs,0,SMD2,Same,"Part Failure
 SP Miscommunication",Accessory,Site Down,PVCU-RF,,10/3/2023,68,88,78,2.1,45.7,0,7.9,5
32078,"SO#32078 LaBelle Shell LaBelle, FL_FMD30SLP-R-DP_FMD18SLP-GSR-GSG-DP_FMT6P-R_PVSPS42-UDWCC-2.xlsx",Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,2/13/2023,Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,Shell,Circkle K,,,750 Hickpoochee Ave.,LaBelle,FL,Florida,,TRUE,10/10/2023,Dixie Signs,0,SMD2,Same,Part Failure,Accessory,Site Down,,,10/10/2023,68,88,78,2.1,45.7,0,7.9,5
32078,"SO#32078 LaBelle Shell LaBelle, FL_FMD30SLP-R-DP_FMD18SLP-GSR-GSG-DP_FMT6P-R_PVSPS42-UDWCC-2.xlsx",Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,2/13/2023,Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,Shell,Circkle K,,,750 Hickpoochee Ave.,LaBelle,FL,Florida,,TRUE,3/6/2024,Dixie Signs,0,SMD2,Same,Part Failure,Communication,Panel Out,,,3/6/2024,64,84,74,5.3,65.3,0,11.8,7.6
32078,"SO#32078 LaBelle Shell LaBelle, FL_FMD30SLP-R-DP_FMD18SLP-GSR-GSG-DP_FMT6P-R_PVSPS42-UDWCC-2.xlsx",Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,2/13/2023,Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,Shell,Circkle K,,,750 Hickpoochee Ave.,LaBelle,FL,Florida,,TRUE,3/13/2024,Dixie Signs,0,SMD2,Same,Part Failure,Communication,Panel Out,,,3/13/2024,64,84,74,5.3,65.3,0,11.8,7.6
32078,"SO#32078 LaBelle Shell LaBelle, FL_FMD30SLP-R-DP_FMD18SLP-GSR-GSG-DP_FMT6P-R_PVSPS42-UDWCC-2.xlsx",Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,2/13/2023,Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,Shell,Circkle K,,,750 Hickpoochee Ave.,LaBelle,FL,Florida,,TRUE,3/25/2024,Dixie Signs,0,SMD2,Same,SP Miscommunication,Communication,Panel Out,,,3/25/2024,64,84,74,5.3,65.3,0,11.8,7.6
32079,"SO#32079 Craft Station Citgo #11955175 Michigan City, IN FMD30SEP3-GSR_PVSPS22-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,2/10/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Craft Station,,11955175,2909 E. US Hwy 12,Michigan City,IN,Indiana,46360,FALSE,,,,,,,,,,,7/5/2025,70,90,80,3.4,65.3,0,11.3,11.8
32080,"SO#32080 Lucky Mobil Bradenton, FL FMD20SEP-R_FMD12SEP-G-DP_FMT6P-CCR_PVSPS62-UDCC-2.xlsx",Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,2/16/2023,Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,Mobil,Lucky,,,10508 E. SR 64,Bradenton,FL,Florida,,TRUE,5/18/2023,Dixie Signs,0,SMD2,Same,Part Failure,Display,Panel Out,,,5/18/2023,64,84,74,3.9,42,0,9.9,5.2
32081,"SO#32081 Fast Mart Citgo #15060094 Greensboro, NC FMD30SEP3-GSR_PVSPS22-U-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,2/16/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Fast Mart,,15060094,1000 S. Eugene St.,Greensboro,NC,North Carolina,27406,TRUE,6/27/2023,TBD,0,SMD2,Same,Bag Order - Missing information,Communication,Other,,,6/27/2023,70,90,80,2.6,68.7,0,6.4,9.6
32081,"SO#32081 Fast Mart Citgo #15060094 Greensboro, NC FMD30SEP3-GSR_PVSPS22-U-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,2/16/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Fast Mart,,15060094,1000 S. Eugene St.,Greensboro,NC,North Carolina,27406,TRUE,8/8/2023,TBD,0,SMD2,Same,Environmental Damage,Communication,Other,PVCU-POS-VFON,3.04,8/8/2023,70,90,80,4.6,83.4,0,14.1,11.7
32082,"SO#32082 Valero SPL #31634 Visalia, CA FMD6SEN-GSA_PVSPS81-UMPD-CH-2.xlsx",Sign Development Inc.,1366 W. Ninth St.,Upland,CA,91786,2/16/2023,Sign Development Inc.,1366 W. Ninth St.,Upland,CA,91786,Valero SPL,,,31634,Caldwell & Drive 85,Visalia,CA,California,93277,FALSE,,,,,,,,,PVCU-POS-KIT,3.04,7/5/2025,75,95,85,5,78.3,0,9.7,9.2
32084,"SO#32084 Randolf Express Universal City, TX FMD8SEN-GSR_PVSP63-UMP-1.xlsx",Integrity Manufacturing,3419 E. Commerce,San Antonio,TX,78220,2/22/2023,Integrity Manufacturing,3419 E. Commerce,San Antonio,TX,78220,Randolph Express,,,,421 3rd St. West Building 1038,Universal City,TX,Texas,78150,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,85,105,95,2.7,83.2,0,12.6,9.4
32085,"SO#32085 Valero SPL 25921 Wixon Valley, TX FMD12SEN3A-GSA_PVSPS22-UD-2.xlsx",Alvey'S Sign Co. Inc.,13100 Highway 57 North,Evansville,IN,47725,2/23/2023,Alvey'S Sign Co. Inc.,13100 Highway 57 North,Evansville,IN,47725,Valero SPL,,,25921,9201 Hwy 21 E.,Wixon Valley,TX,Texas,,TRUE,11/9/2023,Imaging Solutions,0,SMD2,Same,"LEDs circuit out
 Part Failure",Display,Panel Out,PVCU-POS-VFON,3.04,11/9/2023,67,87,77,3.5,41.4,0,13.6,5.7
32086,"SO#32086 Valero SPL 3071 Greenville, TX FMD18SEN3-GSR-GSG_PVSPS42-UD-1.xlsx",Alvey's Sign Co. Inc,13100 Highway 57 North,Evansville,IN,47725,2/23/2023,Alvey's Sign Co. Inc,13100 Highway 57 North,Evansville,IN,47725,Valero SPL,,,3071,4303 Joe Ramsey Blvd E,Greenville,TX,Texas,75401,TRUE,4/5/2024,Bowers Signs,0,SMD2,Same,Bag Order - Missing information,Communication,Site Down,PVCU-RF,3.04,4/5/2024,61,81,71,3.7,67.9,0,13.6,5.5
32087,SO#32087 Valero SPL 25924 College Station TX FMD14SEN-GSA-DP_8SEN-GSA-DP_PVSPS63-UDCC-1.xlsx,Alvey's Sign Co. Inc.,13100 Highway 57 North,Evansville,IN,47725,2/23/2023,Alvey's Sign Co. Inc.,13100 Highway 57 North,Evansville,IN,47725,Valero SPL,,,25924,901 Texas Ave.,College Station,TX,Texas,77840,TRUE,10/18/2023,Alvey Signs,0,SMD2,Same,SP Miscommunication,Communication,Other,PVCU-RF,3.04,10/18/2023,67,87,77,1.2,68.3,0,10.4,6.4
32088,"SO#32088 Valero SPL 31626 Raphine, VA FMD12SEN3A-GSR-GSG_PVSPS22-UD-2.xlsx",Alvey'S Sign Co. Inc.,13100 Highway 57 North,Evansville,IN,47725,2/22/2023,Alvey'S Sign Co. Inc.,13100 Highway 57 North,Evansville,IN,47725,Valero SPL,,,31626,2489 Raphine Rd.,Raphine,VA,Virginia,,FALSE,,,,,,,,,PVCU-KIT-POS,3.04,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
32089,"SO#32089 A & E Boca Raton, FL FMD18SLP3-GSR_8SLP-GSG_PVSPS42-UD-1.xlsx",Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,2/9/2023,Dixie Signs,2930 Drane Field Rd.,Lakeland,FL,33811,Shell,A & E,,,5899 N. Federal Hwy,Boca Raton,FL,Florida,,FALSE,,,,,,,,,PVCU-POS-KIT,3.04,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
32090,"SO#32090 Texaco #44034 Twin City, GA FMD16CSS3-GSC3_FMD12CSS3-GSW-C2_PVSPS63-UD-CRCH-1.xlsx","Dulite, Inc",One Dualite Lane,Williamsburg,OH,45176,2/20/2023,"Dulite, Inc",One Dualite Lane,Williamsburg,OH,45176,Texaco,,,44034,4229 US 80,Twin City,GA,Georgia,30471,TRUE,5/18/2023,Neon Zone,0,SMD2,Same,Part Failure,Display,Panel Out,PVCU-KIT-POS,3.04,5/18/2023,46,66,56,2.8,60.8,0,10.4,7.3
32090,"SO#32090 Texaco #44034 Twin City, GA FMD16CSS3-GSC3_FMD12CSS3-GSW-C2_PVSPS63-UD-CRCH-1.xlsx","Dulite, Inc",One Dualite Lane,Williamsburg,OH,45176,2/20/2023,"Dulite, Inc",One Dualite Lane,Williamsburg,OH,45176,Texaco,,,44034,4229 US 80,Twin City,GA,Georgia,30471,TRUE,5/26/2023,Gerbasi Signs,0,SMD2,Same,LEDs circuit out,Display,Cosmetic,PVCU-KIT-POS,3.04,5/26/2023,46,66,56,2.8,60.8,0,10.4,7.3
32090,"SO#32090 Texaco #44034 Twin City, GA FMD16CSS3-GSC3_FMD12CSS3-GSW-C2_PVSPS63-UD-CRCH-1.xlsx","Dulite, Inc",One Dualite Lane,Williamsburg,OH,45176,2/20/2023,"Dulite, Inc",One Dualite Lane,Williamsburg,OH,45176,Texaco,,,44034,4229 US 80,Twin City,GA,Georgia,30471,TRUE,6/12/2023,Gerbasi Signs & Apparel,0,SMD2,Same,LEDs circuit out,Display,Cosmetic,PVCU-POS-KIT,3.04,6/12/2023,70,90,80,4.8,63,0,6.3,9.1
32090,"SO#32090 Texaco #44034 Twin City, GA FMD16CSS3-GSC3_FMD12CSS3-GSW-C2_PVSPS63-UD-CRCH-1.xlsx","Dulite, Inc",One Dualite Lane,Williamsburg,OH,45176,2/20/2023,"Dulite, Inc",One Dualite Lane,Williamsburg,OH,45176,Texaco,,,44034,4229 US 80,Twin City,GA,Georgia,30471,TRUE,4/9/2025,Dualite - Neon Zone,0,SMD2,Plate change,Plate color change,Plate Color Change - Css3 Grey,,PVCU-RF,3.04,4/9/2025,46,66,56,5.1,63.9,0,7.8,7
32091,"SO#32091 Texaco #371722 Gatesville, TX FMD12CSS3-GSW-C3_C2_PVSPS42-UD-1.xlsx","Dualite, Inc",One Dualite Lane,Williamsburg,OH,45176,2/20/2023,"Dualite, Inc",One Dualite Lane,Williamsburg,OH,45176,Texaco,,,371722,2603 E. Main St,Gatesville,TX,Texas,76528,FALSE,,,,,,,,,PVCU-RF,3.04,7/5/2025,85,105,95,2.7,83.2,0,12.6,9.4
32092,"SO#32092 Citgo Mon Food DBA JJ Food Store #34666165 Bartow, FL FMD36SEP-GSR-DP_ FMT6P-CCR PVSPS42-UCC-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,2/22/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Citgo Food Mart,,34666165,1405 US Hwy 17S.,Bartow,FL,Florida,,FALSE,,,,,,,,,PVCU-RF,3.04,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
32093,"SO#32093 Kenmore CHevron #371922 Kenmore, WA FMD16CSS3-GSW-C1_PVSPS42-U-CRCH-1.xlsx",Insignia Sign,325 Burnett Ave. N,Renton,WA,98057,2/28/2023,Insignia Sign,325 Burnett Ave. N,Renton,WA,98057,Chevron,ExtraMile,,371922,8002 NE Bothell Way,Kenmore,WA,Washington,98028,FALSE,,,,,,,,,PVCU-RF,3.04,7/5/2025,70,90,80,4.9,78.7,0,13.7,8.1
