so,source_file,customer,customer_street_address,customer_city,customer_state,customer_zip,order_date,ship_to_name,ship_to_address,ship_to_city,ship_to_state,ship_to_zip,fuel_brand,store_brand,store_id,site_id,site_address,site_city,site_state,state,site_zip,service_requested,service_date,technician,new_install/90_days,system,equipment_replacement,reason_for_order,equipment_category,impact_to_site,interface,firmware,last_service_date,min_temp_F,max_temp_F,avg_temp_F,precipitation_inches,humidity_precentag,snowfall_inches,windspeed_mph,sunshine_hours
32116,"SO#32116 Down Energy - Riverside, CA - FMD6SEP-GSW-GSG_PVSP82-UMPD-1_PVSPS42-UMPD3-2.xlsx",Donco & Son,2871 E. Blue Star Street,Anaheim,CA,92806,4/5/2023,Donco & Son,2871 E. Blue Star Street,Anaheim,CA,92806,Downs Energy,,,,1673 Columbia Ave.,Riverside,CA,California,,FALSE,,,,,,,,,PVCU-RF,,7/5/2025,75,95,85,5,78.3,0,9.7,9.2
32117,"SO#32117 Chevron #TBD Baker, CA FMD16CSS3-GSW-C1-C2_PVSPS42-UMPD-2.xlsx",Donco & Sons Inc.,2871 E. Blue Star Street,Anaheim,CA,92806,4/5/2023,Donco & Sons Inc.,2871 E. Blue Star Street,Anaheim,CA,92806,Chevron,,,,72083 Baker Blvd.,Baker,CA,California,92309,TRUE,10/22/2024,Donco,0,SMD2,Same,Bag Order - Missing information,Display,Panel Out,PVCU-RF,3.04,10/22/2024,61.5,81.5,71.5,1.6,58.8,0,6.2,7.1
32118,"SO#32118 Edgewood Mart Citgo #19431054 Danville, VA FMD36SEP3-GSR_PVSPS22-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/4/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Edgewood Mart,,19431054,1501 W. Main Street,Danville,VA,Virginia,24541,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
32120,SO#32120 Site TBD FMD16SEN3A-GSW_PVSPS42-UP-1.xlsx,Rapp Signs,3979 NY State RT 206,Greene,NY,13778,4/10/2023,Rapp Signs,3979 NY State RT 206,Greene,NY,13778,,,,,,,,Unknown,,TRUE,10/16/2023,Rapp Signs,0,SMD2,Same,Bag Order - Missing information,Communication,Site Down,PVCU-RF,3.04,10/16/2023,,,,,,,,
32123,"SO#32123 G & M Oil TEST EQUIPMENT - Huntington Beach, CAFMD6CTS3-GSW-C1-C2-C3_FMD6SEP-GSW_PVSPS41-HI1-3.xlsx",,,,,,4/12/2023,,,,,,G & M Oil Company,,,Lab,,,,Unknown,,TRUE,8/15/2023,G & M Oil,0,SMD2,Same,Test Site,Metal Swap,Other,PVCU-POS-KIT,3.04,8/15/2023,,,,,,,,
32124,"SO#32124 Safeway #1757 Hollister, CA FMD8SEN-GSR-GSG_PVSPS82X62-UPD-CH-2.xlsx",YESCO - Phoenix,6725 West Chicago St,Chandler,AZ,85226,4/12/2023,YESCO - Phoenix,6725 West Chicago St,Chandler,AZ,85226,Safeway,,,1757,591 Tres Pinos Rd.,Hollister,CA,California,95023,TRUE,8/8/2023,YESCO,0,SMD2,Same,Part Failure,Communication,Site Down,PVCU-RF,3.04,8/8/2023,75,95,85,4.1,81.9,0,11.7,11.4
32124,"SO#32124 Safeway #1757 Hollister, CA FMD8SEN-GSR-GSG_PVSPS82X62-UPD-CH-2.xlsx",YESCO - Phoenix,6725 West Chicago St,Chandler,AZ,85226,4/12/2023,YESCO - Phoenix,6725 West Chicago St,Chandler,AZ,85226,Safeway,,,1757,591 Tres Pinos Rd.,Hollister,CA,California,95023,TRUE,9/25/2023,YESCO,0,SMD2,Same,Part Failure,Communication,Panel Out,PVCU-RF,3.04,9/25/2023,61.5,81.5,71.5,3.3,61.6,0,8.5,4.4
32124,"SO#32124 Safeway #1757 Hollister, CA FMD8SEN-GSR-GSG_PVSPS82X62-UPD-CH-2.xlsx",YESCO - Phoenix,6725 West Chicago St,Chandler,AZ,85226,4/12/2023,YESCO - Phoenix,6725 West Chicago St,Chandler,AZ,85226,Safeway,,,1757,591 Tres Pinos Rd.,Hollister,CA,California,95023,TRUE,10/26/2023,YESCO,0,SMD2,Same,Part Failure,Communication,Site Down,PVCU-RF,3.04,10/26/2023,61.5,81.5,71.5,1.6,58.8,0,6.2,7.1
32124,"SO#32124 Safeway #1757 Hollister, CA FMD8SEN-GSR-GSG_PVSPS82X62-UPD-CH-2.xlsx",YESCO - Phoenix,6725 West Chicago St,Chandler,AZ,85226,4/12/2023,YESCO - Phoenix,6725 West Chicago St,Chandler,AZ,85226,Safeway,,,1757,591 Tres Pinos Rd.,Hollister,CA,California,95023,TRUE,11/15/2023,YESCO,0,SMD2,Same,Part Failure,Communication,Other,PVCU-RF,3.04,11/15/2023,61.5,81.5,71.5,1.9,41.1,0,6.5,6
32124,"SO#32124 Safeway #1757 Hollister, CA FMD8SEN-GSR-GSG_PVSPS82X62-UPD-CH-2.xlsx",YESCO - Phoenix,6725 West Chicago St,Chandler,AZ,85226,4/12/2023,YESCO - Phoenix,6725 West Chicago St,Chandler,AZ,85226,Safeway,,,1757,591 Tres Pinos Rd.,Hollister,CA,California,95023,TRUE,4/1/2024,YESCO,0,SMD2,Same,Part Failure,Communication,Site Down,PVCU-RF,3.04,4/1/2024,57,77,67,4.8,42.1,0,10.5,5.5
32125,"SO#32125 Golden Gate Oakland, CA FMD8SEN-GSG_PVSP41-D1-CRCH-1.xlsx",Young Electric Sign,4119 S. Market Court #10,Sacramento,CA,95834,4/12/2023,Young Electric Sign,4119 S. Market Court #10,Sacramento,CA,95834,Golden Gate Petroleum,,,,1107 5th Street.,Oakland,CA,California,94607,FALSE,,,,,,,,,PVCU-POS-KIT,3.04,7/5/2025,75,95,85,5,78.3,0,9.7,9.2
32126,"SO#32126 Chevron #TBD Tampa, FL FMD12CSS3-GSW-C1_C2_PVSPS42-UD-1.xlsx",Cummings,4255 Napier Field Rd.,Dothan,AL,36303,4/17/2023,Cummings,4255 Napier Field Rd.,Dothan,AL,36303,Chevron,,,,916 US Hwy 301,Tampa,FL,Florida,33619,TRUE,8/7/2023,Southeastern Signage Solutions,0,SMD2,Same,Bag Order - Missing information,Communication,Site Down,PVCU-RF,3.04,8/7/2023,80,100,90,3.1,80.8,0,7.1,10.3
32127,"SO#32127 Texaco State LC - Store - Franklin, GA FMD16CCS3-W-C3-C2_PVSPS42-UD-1.xlsx","Dualite, Inc",One Dualite Lane,Williamsburg,OH,45176,4/18/2023,"Dualite, Inc",One Dualite Lane,Williamsburg,OH,45176,Texaco,State Line Convenience Store,,,8 GA 34,Franklin,GA,Georgia,30217,FALSE,,,,,,,,,PVCU-RF,3.04,7/5/2025,70,90,80,3.6,81.8,0,5.8,10.7
32128,"SO#32128 Valero SPL 31871 Williamsburg, VA FMD12SEN3A-GSA_PVSPS42-UD-1.xlsx",Alvey's Sign Co. Inc.,13100 Highway 57 North,Evansville,IN,47725,4/20/2023,Alvey's Sign Co. Inc.,13100 Highway 57 North,Evansville,IN,47725,Valero SPL,,,31871,1691 Merrimac Trail,Williamsburg,VA,Virginia,11873,FALSE,,,,,,,,,PVCU-POS-KIT,3.04,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
32130,"SO#32130 VP Racing Fuels Springfiled, MO FMD16SEP-GSR-GSG-DP_PVSPS82X62-UDCC-1.xlsx",Springfield Sign,4825 E. Kearney Street,Springfield,MO,65803,4/27/2023,Springfield Sign,4825 E. Kearney Street,Springfield,MO,65803,VP Racing Fuels,,,,1605 E. Kearney Street,Springfield,MO,Missouri,65083,TRUE,10/9/2023,Pattison sign group,0,SMD2,Same,"Bag Order - Missing information
 LEDs circuit out",Display,Panel Out,PVCU-RF,3.04,10/9/2023,52,72,62,3.3,56.9,0,15,7.2
32130,"SO#32130 VP Racing Fuels Springfiled, MO FMD16SEP-GSR-GSG-DP_PVSPS82X62-UDCC-1.xlsx",Springfield Sign,4825 E. Kearney Street,Springfield,MO,65803,4/27/2023,Springfield Sign,4825 E. Kearney Street,Springfield,MO,65803,VP Racing Fuels,,,,1605 E. Kearney Street,Springfield,MO,Missouri,65083,TRUE,10/25/2023,Pattison Sign Group,0,SMD2,Same,Part Failure,Accessory,Panel Out,PVCU-RF,3.04,10/25/2023,52,72,62,3.3,56.9,0,15,7.2
32131,"SO#32131 Citgo Quick Mart #34666167 Kissimmee, FL FMD20SEP-GSR-GSG-DP_FMT6P-CCR_PVSPS63-UDCC-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/28/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Quick Mart,,34666167,3297 S. John Young Pkwy,Kissimmee,FL,Florida,34746,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
70090,"SO#70090 Citgo Fastop #29458005 Leonardtown, MD FMD24SEP3-GSR_FMD16SEP3-GSR-GSG_PVSPS42-DX1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/3/2023,,,,,,Citgo,Fastop,,29458005,23952 Point Lookout Rd.,Leonardtown,MD,Maryland,20650,TRUE,7/3/2024,Calvert Signs,0,SMD2,Same,Bag Order - Missing information,Accessory,Grade Out,PVCU-POS-PSPT,,7/3/2024,70,90,80,3.4,81.1,0,9.8,9.8
70090,"SO#70090 Citgo Fastop #29458005 Leonardtown, MD FMD24SEP3-GSR_FMD16SEP3-GSR-GSG_PVSPS42-DX1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/3/2023,,,,,,Citgo,Fastop,,29458005,23952 Point Lookout Rd.,Leonardtown,MD,Maryland,20650,TRUE,7/18/2024,Calvert Signs,0,SMD2,Same,Part Failure,Communication,Other,PVCU-POS-PSPT,,7/18/2024,70,90,80,3.4,81.1,0,9.8,9.8
70091,"SO#70091 Rambo Citgo #11716018 Rockford, IL FMD16SEP3-GSR_GSG_PVSPS21-UD-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/3/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Rambo,,11716018,2211 Charles St.,Rockford,IL,Illinois,61104,FALSE,,,,,,,,,PVCU-POS-PSPT,3.04,7/5/2025,70,90,80,4.2,63.4,0,8.1,12
70092,"SO#70092 Citgo #11799166 Detroit, MI FMD10SEP3-GSR-GSG PVSPS82-UPDW-1.xlsx",SignResource,242 Industrial pkwy,Jacksboro,TN,37757,4/3/2023,SignResource,242 Industrial pkwy,Jacksboro,TN,37757,Citgo,,,11799166,4251 W. Warren Ave,Detroit,MI,Michigan,48210,TRUE,12/18/2023,Aver Sign Company,0,SMD2,Same,Bag Order - Missing information,Communication,Site Down,PVCU-POS-VFON,3.04,12/18/2023,28,48,38,3.6,51.9,1.4,12.6,7.7
70093,"SO#70093 Citgo Harry's Convenience #19641135 Owego, NY FMD12SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/3/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Harry's Convenience,,19641135,1423 NYS 96,Owego,NY,New York,13827,TRUE,8/3/2023,PA Signs,0,SMD2,Same,Bag Order - Missing information,Display,Panel Out,PVCU-POS-PSPT,3.04,8/3/2023,70,90,80,3.4,75.8,0,7.7,10.7
70094,"SO#70094 Citgo #19641133 Cooperstown, NY FMD12SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/4/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19641133,4869 NY -28,Cooperstown,NY,New York,13326,TRUE,11/7/2024,Station Glo,0,SMD2,Same,Bag Order - Missing information,Display,Panel Out,PVCU-POS-PSPT,3.04,11/7/2024,50.5,70.5,60.5,2.1,66.5,0,6.5,6.7
70095,"SO#70095 Shufelt's Citgo Grage #23971054 Remsen, NY FMD30SEP3-GSR-GSG_PVSP42X22-D1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/7/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Shufelt's Garage,,23971054,9552 State Route,Remsen,NY,New York,13438,TRUE,7/12/2023,Yocum Full Service,0,SMD2,Same,Wrong part (production),Communication,Face Out,PVCU-POS-VFON,3.04,7/12/2023,70,90,80,4.9,83.3,0,12.7,9.6
70096,"SO#70096 Citgo #19583019 Westland, MI FMD12SEP3-GSR_PVSP42-UDWX-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/6/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19583019,8405 N. Inkster Rd.,Westland,MI,Michigan,48185,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,70,90,80,5.9,66.3,0,11.8,8.4
70097,"SO#70097 Citgo Washington Mills #23971027 New Hartford, NY FMD30SEP3-R_FMD16SEP3-R-G_PVSPS42-UD-1_PVSP42XS22-U3-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/6/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Washington Mills,,23971027,3931 Oneida St.,New Hartford,NY,New York,13413,TRUE,6/13/2023,SignResource,1,SMD2,Same,LEDs circuit out,Display,Cosmetic,PVCU-POS-VFON,3.04,6/13/2023,70,90,80,3.7,66.5,0,11.1,8.6
70097,"SO#70097 Citgo Washington Mills #23971027 New Hartford, NY FMD30SEP3-R_FMD16SEP3-R-G_PVSPS42-UD-1_PVSP42XS22-U3-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/6/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Washington Mills,,23971027,3931 Oneida St.,New Hartford,NY,New York,13413,TRUE,6/14/2023,SignResource,1,SMD2,Same,Part Failure,Communication,Panel Out,PVCU-POS-VFON,3.04,6/14/2023,70,90,80,3.7,66.5,0,11.1,8.6
70097,"SO#70097 Citgo Washington Mills #23971027 New Hartford, NY FMD30SEP3-R_FMD16SEP3-R-G_PVSPS42-UD-1_PVSP42XS22-U3-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/6/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Washington Mills,,23971027,3931 Oneida St.,New Hartford,NY,New York,13413,TRUE,9/22/2023,Yocum Full Service,0,SMD2,Same,Customer give wrong order infomation,Accessory,Grade Out,PVCU-POS-VFON,3.04,9/22/2023,50.5,70.5,60.5,3.4,55.1,0,7.4,6
70098,"SO#70098 Citgo Fast Stop #19092028 Detroit, MI FMD16SEP3-GSR-GSG_PVSP63-UD-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/7/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Fast Stop,,19092028,12181 Livernois Ave.,Detroit,MI,Michigan,48204,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,70,90,80,5.9,66.3,0,11.8,8.4
70099,"SO#70099 Happy Shopper Citgo #11775034 Chesapeake, VA FMD16SEP3-GSR_PVSPS42-U-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/7/2023,,,,,,Citgo,Happer Shopper,,11775034,900 Liberty St.,Chesapeake,VA,Virginia,23324,TRUE,5/13/2024,Store Owner - TBD,0,SMD2,Same,Part Failure,Communication,Site Down,PVCU-POS-VFON,,5/13/2024,46,66,56,5.3,42.7,0,5.9,5.1
70099,"SO#70099 Happy Shopper Citgo #11775034 Chesapeake, VA FMD16SEP3-GSR_PVSPS42-U-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/7/2023,,,,,,Citgo,Happer Shopper,,11775034,900 Liberty St.,Chesapeake,VA,Virginia,23324,TRUE,6/17/2025,All & New,0,SMD2,Same,Lost equipment,Accessory,Site Down,PVCU-POS-VFON,,6/17/2025,70,90,80,5.9,60.6,0,11.8,9.2
70100,"SO#70100 Willow Hill Citgo Food & Bev #27583020 Franklin, NH FMD16SEP3-GSR_PVSPS42-U-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/10/2023,,,,,,Citgo,Willow Hill Food & Bev,,27583020,826 Central St.,Franklin,NH,New Hampshire,3235,FALSE,,,,,,,,,PVCU-POS-VFON,,7/5/2025,70,90,80,4.6,66.6,0,11.5,9.5
70101,"SO#70101 Citgo Jiffy Mart #13821326 New Haven, VT FMD16SEP3-GSR_PVSPS21-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/21/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Jiffy Mart,,13821326,5356 Ethan Allen Hwy,New Have,VT,Vermont,5472,FALSE,,,,,,,,,PVCU-POS-PSPT,3.04,7/5/2025,70,90,80,2.5,60.3,0,8.1,10.2
70102,"SO#70102 Cowans Citgo Service Station #21881023 Brewer, ME FMD10SEP3-GSR_GSG_PVSPS82X62-UMD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/21/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Cowan's Service Station,,21881023,146 S. Main St.,Brewer,ME,Maine,4412,TRUE,7/6/2023,Bangor Neon,1,SMD2,Same,Part Failure,Communication,Panel Out,PVCU-POS-VFON,3.04,7/6/2023,65,85,75,5.1,84.2,0,7.5,10.5
70102,"SO#70102 Cowans Citgo Service Station #21881023 Brewer, ME FMD10SEP3-GSR_GSG_PVSPS82X62-UMD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/21/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Cowan's Service Station,,21881023,146 S. Main St.,Brewer,ME,Maine,4412,TRUE,7/12/2023,,0,SMD2,Same,Wrong part (production),Communication,Face Out,PVCU-POS-VFON,3.04,7/12/2023,65,85,75,5.1,84.2,0,7.5,10.5
70102,"SO#70102 Cowans Citgo Service Station #21881023 Brewer, ME FMD10SEP3-GSR_GSG_PVSPS82X62-UMD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/21/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Cowan's Service Station,,21881023,146 S. Main St.,Brewer,ME,Maine,4412,TRUE,7/19/2023,Bangor Neon,0,SMD2,Same,Smart Port - Firmware issue,Accessory,Face Out,PVCU-POS-VFON,3.04,7/19/2023,65,85,75,5.1,84.2,0,7.5,10.5
70103,"SO#70103 Gas N Go Citgo #12857078 Manchester, TN FMD18SEP3-GSR_12SEP-G_PVSPS21-D1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/28/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Gas N Go,,12857078,1973 Hillsboro Blvd,Manchester,TN,Tennessee,37355,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,70,90,80,4.1,60.8,0,9.8,10
70105,"SO#70105 Citgo Settler's CO-OP #16258165 Bruce Crossing, MI FMD16SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/28/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Settlers Co-Op,,16258165,14043 US-45,Bruce Crossing,MI,Michigan,49912,FALSE,,,,,,,,,PVCU-POS-VFON,3.04,7/5/2025,70,90,80,5.9,66.3,0,11.8,8.4
70107,"SO#70107 Cirgo #11793012 Liverpool, NY FMD20SEP3-GSR_FMD14SEP3-R_PVSPS42-UP-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/28/2023,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,11793012,7653 Morgan Rd.,Liverpook,NY,New York,13090,TRUE,9/12/2023,Charles Signs,0,SMD2,Same,Part Failure,Communication,Panel Out,PVCU-POS-VFON,3.04,9/12/2023,50.5,70.5,60.5,3.4,55.1,0,7.4,6
80702,"SO#80702 7-11 #37252 West Palm Beach, FL FMD12SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",Adams Tank & Lift,5150 NW 109th Ave Ste 1,Sunrise,FL,33351,4/3/2023,Adams Tank & Lift,5150 NW 109th Ave Ste 1,Sunrise,FL,33351,7Eleven,,,37252,2100 45th Street,West Palm Beach,FL,Florida,33404,TRUE,5/16/2024,Southeastern Lighting Solutions,0,SMD2,Same,Physical Damage,Display,Panel Out,PCU,2.18,5/16/2024,64,84,74,3.9,42,0,9.9,5.2
80703,"SO#80703 7-11 #25882 Sanford, FL FMD12SEP3-GSR_GSG_PVSPS42-UD-2.xlsx",AmPro,7818 Professional Place,Tampa,FL,33637,4/3/2023,AmPro,7818 Professional Place,Tampa,FL,33637,7Eleven,,,25882,2700 25th Street,Sanford,FL,Florida,,FALSE,,,,,,,,,PVCU-RF,3.04,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
80704,"SO#80704 7-11 #32733 Plant City, FL FMD20SEP3-GSR_PVSPS32-UMD-2.xlsx",Southeastern Lighting Solutions,821 Fentress Ct.,Daytona Beach,FL,32114,4/4/2023,Southeastern Lighting Solutions,821 Fentress Ct.,Daytona Beach,FL,32114,7Eleven,,,32733,2401 James Redman Parkway,Plant City,FL,Florida,33566,FALSE,,,,,,,,,,,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
80705,"SO#80705 7-11 #32590 Osceola, IN FMD16SEP3-GSR_GSG_PVSPS21-UD-3.xlsx",Blue Bell Group,6613 Gosher Rd.,Fort Wayne,IN,46818,4/4/2023,Blue Bell Group,6613 Gosher Rd.,Fort Wayne,IN,46818,7Eleven,,,32590,30955 West US 20,Osceola,IN,Indiana,46561,FALSE,,,,,,,,,,,7/5/2025,70,90,80,3.4,65.3,0,11.3,11.8
80706,"SO#80706 7-11 #19987 San Diego, CA FMD12SEP3-GSR_PVSPS62-UMP-1.xlsx",Competitive Lighting and Electric,1236 Keystone Way,Vista,CA,92081,4/4/2023,Competitive Lighting and Electric,1236 Keystone Way,Vista,CA,92081,7Eleven,,,19987,3606 College Ave,San Diego,CA,California,92115,FALSE,,,,,,,,,,,7/5/2025,75,95,85,5,78.3,0,9.7,9.2
80707,"SO#80707 Mobil 7-11 #33379 Aurora, IL FMD12SEP3-GSR_PVSPS21-U-1.xlsx",Rcore,9548 South Albany Avenue,Evergreen Park,IL,60805,4/5/2023,Rcore,9548 South Albany Avenue,Evergreen Park,IL,60805,Mobil,7Eleven,,33379,2241 W. Eola Rd.,Aurora,IL,Illinois,60503,FALSE,,,,,,,,,,,7/5/2025,70,90,80,4.2,63.4,0,8.1,12
80708,"SO#80708 7-11 #38176 Port Charlotte, FL FMD20SEP3-GSR_GSG_PVSPS42-UD-2.xlsx",Southeastern Lighting Solutions,821 Fentress Ct.,Daytona Beach,FL,32114,4/6/2023,Southeastern Lighting Solutions,821 Fentress Ct.,Daytona Beach,FL,32114,7Eleven,,,38176,1275 Tamiami Trail,Port Charlotte,FL,Florida,33953,FALSE,,,,,,,,,,,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
80709,"SO#80709 Conoco 7-11 #32673 Lafayette, CO FMD8SEP2-GSG_PVSPS41-UD-1.xlsx",Fieldmark Services,11479 S. Pine Drive,Parker,CO,80134,4/6/2023,Fieldmark Services,11479 S. Pine Drive,Parker,CO,80134,Conoco,7Eleven,,32673,1446 N. 95th St.,Lafayette,CO,Colorado,80026,TRUE,4/9/2024,Fieldmark Services,0,"Legacy
 SMD2",Same,LEDs circuit out,Display,Panel Out,PVCU-RF,3.04,4/9/2024,39,59,49,5.9,50.4,0,10.1,7.4
80710,"SO#80710 Exxon 7-11 #36611 San Antonio, TX FMD12SEP3-R-G_FMD16SEP3-R-G_PVSPS42-UD-2.xlsx",Harper Electric,1531 Lucille Street,Seguin,TX,78511,4/6/2023,Harper Electric,1531 Lucille Street,Seguin,TX,78511,Exxon,7Eleven,,36611,12210 Nacogdoches Rd.,San Antonio,TX,Texas,78217,FALSE,,,,,,,,,,,7/5/2025,85,105,95,2.7,83.2,0,12.6,9.4
80711,"SO#80711 7-11 #32607 Eustis, FL FMD16SEP3-GSR_PVSP63-UMP-1.xlsx",K & K Electric,645 Voltage Way,Sanford,FL,32773,4/11/2023,K & K Electric,645 Voltage Way,Sanford,FL,32773,7Eleven,,,32607,2002 N. Highway 19,Eustis,FL,Florida,32726,FALSE,,,,,,,,,,,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
80712,"SO#80712 AAFES Navey Exchange - Kings Bay, GA FMD10SEN-GSR_GSG_PVSPS42-UD-1.xlsx",Dalton Signs,610 North Lee Street,Kingsland,GA,31548,4/12/2023,Dalton Signs,610 North Lee Street,Kingsland,GA,31548,AAFES,,,,,Kings Bay,GA,Georgia,,FALSE,,,,,,,,,,,7/5/2025,70,90,80,3.6,81.8,0,5.8,10.7
80713,"SO#80713 7-11 #37119 - Virgina Beach, VA FMD12SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",Sign Enterprise,7300 George Washington Memorial Hwy,Suite C,,,4/12/2023,Sign Enterprise,7300 George Washington Memorial Hwy,Suite C,,,7Eleven,,,37119,841 S. Military Hwy,Virgina Beach,VA,Virginia,23464,FALSE,,,,,,,,,PVCU-RF,3.04,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
80714,"SO#80714 7-11 #30348 Charlotte, NC FMD12SEP3-GSR-GSG_PVSP63-UMD-1.xlsx",Just Let Me Do It Commerical Services,803 Hillcrest St.,Kannapolis,NC,28083,4/13/2023,Just Let Me Do It Commerical Services,803 Hillcrest St.,Kannapolis,NC,28083,7Eleven,,,30348,801 Wendover Rd.,Charlotte,NC,North Carolina,76136,TRUE,7/25/2023,JUST-LET-ME-DO-IT Services,0,SMD2,Same,Bag Order - Missing information,Communication,Other,PVCU-RF,3.04,7/25/2023,70,90,80,6,69.4,0,14.8,9.5
80714,"SO#80714 7-11 #30348 Charlotte, NC FMD12SEP3-GSR-GSG_PVSP63-UMD-1.xlsx",Just Let Me Do It Commerical Services,803 Hillcrest St.,Kannapolis,NC,28083,4/13/2023,Just Let Me Do It Commerical Services,803 Hillcrest St.,Kannapolis,NC,28083,7Eleven,,,30348,801 Wendover Rd.,Charlotte,NC,North Carolina,76136,TRUE,11/27/2023,JUST-LET-ME-DO-IT Services,0,SMD2,Same,Bag Order - Missing information,Communication,Site Down,PVCU-RF,3.04,11/27/2023,52,72,62,1,67.7,0,11.9,4
80715,"SO#80715 7-11 #34649 Stafford, VA FMD20SEP3-GSR_PVSPS21-U-1.xlsx","Sign Enterprise, Inc",1317 Alum Spring Rd.,Fredericksburg,VA,22401,4/17/2023,"Sign Enterprise, Inc",1317 Alum Spring Rd.,Fredericksburg,VA,22401,7Eleven,,,34649,910 Garrisonville Rd.,Stafford,VA,Virginia,22556,FALSE,,,,,,,,,PVCU-RF,3.04,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
80716,"SO#80716 7-11 #35924 Vienna, WV _FMD20SEP3-GSR-GSG_PVSPS42-UD-1-CAPS.xlsx",Statewide Service,417 1st Ave South,Nirto,WV,25143,4/18/2023,Statewide Service,417 1st Ave South,Nirto,WV,25143,7Eleven,,,35921,1206 Grand Central Ave.,Vienna,WV,West Virginia,26105,TRUE,6/27/2023,Statewide Service,0,"Legacy
 SMD2",Smart Replacement,"LEDs circuit out
 Normal wear and tear",Display,Grade Out,PVCU-RF,3.04,6/27/2023,70,90,80,3.2,77.8,0,14,10.4
